arrival_year,arrival_month,booking_status,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,avg_price_per_room
2016,7,0,4,7,Offline TA/TO,111.3
2016,7,1,4,9,Direct,119.25
2016,7,1,1,2,Online TA,272.0
2016,7,1,1,4,Online TA,159.0
2016,7,1,1,4,Online TA,178.64
2016,7,0,1,4,Online TA,93.0
2016,7,0,1,3,Online TA,163.2
2016,7,0,1,5,Online TA,72.9
2016,7,1,2,5,Offline TA/TO,57.8
2016,7,1,2,5,Offline TA/TO,75.6
2016,7,1,2,5,Offline TA/TO,57.8
2016,7,1,2,5,Online TA,99.9
2016,7,0,3,7,Offline TA/TO,83.8
2016,7,1,3,7,Offline TA/TO,134.73
2016,7,0,3,7,Offline TA/TO,83.8
2016,7,1,3,7,Offline TA/TO,57.8
2016,7,1,3,8,Online TA,94.5
2016,7,0,4,10,Offline TA/TO,128.35
2016,7,0,4,10,Offline TA/TO,105.2
2016,7,0,4,10,Offline TA/TO,128.35
2016,7,1,0,3,Online TA,135.0
2016,7,0,2,5,Offline TA/TO,113.3
2016,7,1,2,5,Offline TA/TO,75.6
2016,7,0,2,5,Offline TA/TO,55.65
2016,7,0,2,5,Offline TA/TO,111.3
2016,7,0,2,5,Offline TA/TO,91.81
2016,7,0,2,8,Offline TA/TO,117.0
2016,7,1,0,1,Corporate,105.0
2016,7,1,0,1,Offline TA/TO,65.0
2016,7,1,2,5,Online TA,108.0
2016,7,0,2,5,Online TA,101.0
2016,7,1,0,2,Online TA,222.0
2016,7,1,2,5,Online TA,107.1
2016,7,0,2,5,Offline TA/TO,97.2
2016,7,1,0,1,Corporate,126.0
2016,7,1,0,2,Online TA,171.0
2016,7,1,0,3,Online TA,170.0
2016,7,1,1,3,Online TA,219.0
2016,7,0,2,3,Online TA,108.0
2016,7,1,2,3,Online TA,108.0
2016,7,1,2,5,Direct,72.25
2016,7,1,2,5,Online TA,72.9
2016,7,1,2,5,Offline TA/TO,99.0
2016,7,0,2,5,Direct,131.75
2016,7,1,0,2,Online TA,159.0
2016,7,1,0,2,Direct,199.0
2016,7,1,0,2,Online TA,159.0
2016,7,1,0,2,Online TA,166.0
2016,7,1,0,2,Online TA,181.0
2016,7,1,1,2,Online TA,162.24
2016,7,1,1,2,Online TA,219.0
2016,7,1,1,2,Online TA,162.24
2016,7,1,2,2,Online TA,159.0
2016,7,1,2,2,Online TA,154.0
2016,7,1,2,4,Online TA,178.5
2016,7,0,2,5,Online TA,142.5
2016,7,1,2,5,Online TA,163.0
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,94.5
2016,7,1,2,5,Direct,146.1
2016,7,1,2,5,Direct,190.0
2016,7,1,2,5,Online TA,108.0
2016,7,1,2,5,Online TA,72.9
2016,7,1,2,7,Online TA,121.33
2016,7,0,4,8,Offline TA/TO,120.8
2016,7,1,0,1,Online TA,147.2
2016,7,1,2,1,Direct,224.0
2016,7,1,2,4,Online TA,169.0
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,150.0
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,130.5
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,81.0
2016,7,1,2,5,Online TA,160.71
2016,7,1,2,6,Online TA,159.5
2016,7,1,4,8,Online TA,84.15
2016,7,0,4,8,Online TA,93.77
2016,7,1,4,8,Online TA,92.25
2016,7,1,4,8,Online TA,107.63
2016,7,0,4,10,Online TA,85.05
2016,7,1,4,10,Online TA,110.25
2016,7,0,4,5,Offline TA/TO,136.73
2016,7,0,1,0,Online TA,72.9
2016,7,1,1,0,Online TA,260.0
2016,7,1,1,0,Online TA,119.0
2016,7,0,1,0,Online TA,72.9
2016,7,0,1,0,Online TA,72.9
2016,7,1,2,1,Online TA,160.0
2016,7,1,2,2,Online TA,108.0
2016,7,1,2,4,Online TA,119.0
2016,7,1,1,1,Direct,126.0
2016,7,1,1,2,Online TA,134.0
2016,7,1,1,2,Online TA,138.6
2016,7,1,1,3,Online TA,166.0
2016,7,1,1,4,Offline TA/TO,165.75
2016,7,0,1,4,Online TA,142.5
2016,7,1,1,4,Online TA,139.5
2016,7,1,1,5,Online TA,85.5
2016,7,1,1,5,Online TA,85.5
2016,7,1,2,5,Online TA,160.0
2016,7,1,2,5,Online TA,151.43
2016,7,1,2,5,Online TA,129.0
2016,7,0,3,7,Offline TA/TO,112.63
2016,7,1,3,7,Online TA,152.0
2016,7,1,3,9,Direct,238.63
2016,7,1,4,10,Online TA,115.93
2016,7,1,3,6,Online TA,160.56
2016,7,1,0,2,Online TA,184.0
2016,7,1,0,3,Online TA,159.0
2016,7,1,0,3,Online TA,140.0
2016,7,1,0,3,Online TA,131.0
2016,7,1,0,3,Online TA,159.0
2016,7,1,0,3,Online TA,140.0
2016,7,1,0,3,Online TA,193.0
2016,7,0,0,4,Online TA,84.9
2016,7,1,0,5,Online TA,225.8
2016,7,1,1,5,Online TA,235.0
2016,7,1,2,5,Online TA,160.0
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Offline TA/TO,57.8
2016,7,1,2,5,Online TA,84.47
2016,7,1,2,5,Online TA,92.57
2016,7,1,2,5,Online TA,92.57
2016,7,0,2,7,Online TA,127.5
2016,7,1,0,3,Online TA,160.0
2016,7,1,0,3,Online TA,175.0
2016,7,1,0,3,Direct,204.0
2016,7,1,0,3,Online TA,169.67
2016,7,1,0,4,Direct,161.1
2016,7,1,0,4,Online TA,176.25
2016,7,1,0,4,Online TA,164.0
2016,7,1,0,4,Online TA,160.0
2016,7,1,2,5,Online TA,231.43
2016,7,1,2,5,Online TA,160.0
2016,7,0,2,5,Online TA,123.43
2016,7,1,0,2,Online TA,150.0
2016,7,1,0,3,Online TA,237.33
2016,7,1,2,3,Online TA,280.0
2016,7,1,2,3,Online TA,203.0
2016,7,1,2,3,Online TA,160.0
2016,7,1,2,4,Direct,215.33
2016,7,1,2,4,Online TA,184.5
2016,7,1,2,5,Online TA,128.0
2016,7,1,2,5,Direct,175.0
2016,7,1,2,5,Online TA,117.0
2016,7,1,1,3,Online TA,177.5
2016,7,1,2,5,Direct,212.14
2016,7,1,2,8,Online TA,135.0
2016,7,0,4,10,Offline TA/TO,127.71
2016,7,0,4,10,Offline TA/TO,123.64
2016,7,1,0,2,Direct,177.5
2016,7,1,0,2,Direct,197.1
2016,7,1,0,2,Online TA,160.0
2016,7,1,0,2,Online TA,169.0
2016,7,1,0,2,Online TA,160.0
2016,7,1,0,2,Online TA,201.0
2016,7,1,0,2,Direct,147.6
2016,7,1,1,2,Online TA,115.5
2016,7,1,1,2,Online TA,115.5
2016,7,1,1,2,Online TA,115.5
2016,7,1,1,2,Online TA,115.5
2016,7,1,1,2,Online TA,115.5
2016,7,1,1,2,Online TA,115.5
2016,7,1,2,3,Online TA,163.8
2016,7,1,2,4,Online TA,192.0
2016,7,1,2,4,Online TA,193.83
2016,7,1,2,4,Online TA,236.67
2016,7,1,2,5,Online TA,145.71
2016,7,1,2,5,Online TA,145.71
2016,7,1,2,7,Online TA,12.0
2016,7,1,2,7,Online TA,141.56
2016,7,1,4,8,Online TA,142.88
2016,7,1,1,1,Online TA,187.0
2016,7,1,1,1,Online TA,212.0
2016,7,1,2,2,Online TA,160.0
2016,7,1,2,2,Online TA,180.0
2016,7,1,2,2,Online TA,179.0
2016,7,1,2,3,Online TA,209.0
2016,7,1,2,3,Online TA,194.0
2016,7,1,2,3,Online TA,209.0
2016,7,1,2,3,Online TA,240.0
2016,7,1,2,3,Online TA,240.0
2016,7,1,2,4,Online TA,194.0
2016,7,1,2,4,Online TA,140.0
2016,7,1,2,5,Offline TA/TO,161.4
2016,7,1,2,3,Online TA,194.0
2016,7,1,2,5,Offline TA/TO,110.7
2016,7,1,2,5,Offline TA/TO,150.8
2016,7,1,2,5,Offline TA/TO,183.0
2016,7,1,2,5,Online TA,224.0
2016,7,1,2,5,Online TA,224.0
2016,7,1,2,5,Online TA,160.0
2016,7,1,2,5,Offline TA/TO,110.7
2016,7,1,2,5,Offline TA/TO,119.7
2016,7,1,2,5,Offline TA/TO,149.45
2016,7,1,2,5,Online TA,108.0
2016,7,1,2,5,Online TA,212.0
2016,7,1,2,6,Online TA,239.0
2016,7,1,2,6,Online TA,227.0
2016,7,1,4,6,Offline TA/TO,100.8
2016,7,1,4,6,Offline TA/TO,115.92
2016,7,1,4,10,Online TA,165.0
2016,7,1,4,10,Offline TA/TO,116.1
2016,7,1,6,12,Online TA,204.44
2016,7,1,1,0,Online TA,242.0
2016,7,1,2,3,Offline TA/TO,190.2
2016,7,1,2,3,Direct,250.0
2016,7,1,2,3,Online TA,179.0
2016,7,1,2,4,Direct,237.0
2016,7,1,2,4,Online TA,170.0
2016,7,1,2,4,Direct,233.0
2016,7,1,2,2,Offline TA/TO,115.2
2016,7,1,2,5,Offline TA/TO,81.98
2016,7,1,2,5,Online TA,152.86
2016,7,1,4,7,Online TA,116.18
2016,7,1,4,8,Online TA,160.0
2016,7,1,4,8,Online TA,200.0
2016,7,1,4,8,Online TA,160.0
2016,7,1,4,8,Online TA,160.0
2016,7,1,4,10,Online TA,172.71
2016,7,1,2,5,Online TA,172.86
2016,7,1,4,6,Online TA,163.0
2016,7,1,1,0,Online TA,179.0
2016,7,1,1,0,Corporate,126.0
2016,7,1,1,0,Direct,8.0
2016,7,1,1,3,Online TA,108.0
2016,7,1,1,3,Online TA,194.0
2016,7,1,1,3,Online TA,108.0
2016,7,1,1,3,Online TA,209.0
2016,7,1,1,3,Online TA,108.0
2016,7,1,1,4,Online TA,154.3
2016,7,1,1,4,Online TA,180.0
2016,7,1,1,4,Online TA,195.0
2016,7,1,1,4,Online TA,252.0
2016,7,1,1,4,Online TA,187.2
2016,7,1,1,4,Online TA,154.3
2016,7,1,1,4,Offline TA/TO,100.8
2016,7,1,1,5,Online TA,287.0
2016,7,1,1,5,Online TA,180.0
2016,7,1,2,5,Online TA,192.0
2016,7,0,2,5,Offline TA/TO,118.57
2016,7,1,2,5,Online TA,169.43
2016,7,0,2,5,Offline TA/TO,116.57
2016,7,1,2,5,Online TA,145.71
2016,7,0,2,5,Offline TA/TO,116.57
2016,7,1,3,5,Direct,160.0
2016,7,1,3,5,Online TA,160.0
2016,7,1,3,6,Online TA,210.0
2016,7,1,0,1,Complementary,0.0
2016,7,1,0,3,Online TA,191.0
2016,7,1,0,3,Online TA,194.0
2016,7,1,0,3,Online TA,259.0
2016,7,1,0,3,Online TA,179.0
2016,7,1,0,4,Online TA,120.0
2016,7,1,0,5,Online TA,212.0
2016,7,1,2,5,Online TA,227.0
2016,7,1,2,8,Online TA,200.0
2016,7,1,0,1,Corporate,115.0
2016,7,1,0,1,Corporate,73.0
2016,7,0,0,2,Online TA,97.2
2016,7,0,0,2,Online TA,100.2
2016,7,1,0,4,Online TA,247.0
2016,7,1,1,4,Offline TA/TO,100.8
2016,7,1,1,4,Online TA,143.2
2016,7,1,1,4,Online TA,167.2
2016,7,1,1,4,Offline TA/TO,133.2
2016,7,1,1,4,Online TA,167.2
2016,7,1,2,5,Offline TA/TO,115.0
2016,7,1,2,5,Online TA,160.0
2016,7,1,0,1,Direct,124.0
2016,7,1,0,1,Corporate,73.0
2016,7,1,0,3,Online TA,179.0
2016,7,1,0,3,Online TA,179.0
2016,7,1,1,3,Online TA,252.0
2016,7,1,1,3,Online TA,240.0
2016,7,1,1,3,Online TA,207.0
2016,7,1,1,3,Online TA,207.0
2016,7,1,1,3,Online TA,240.0
2016,7,1,2,3,Online TA,240.0
2016,7,1,2,3,Online TA,194.0
2016,7,1,2,3,Online TA,207.0
2016,7,1,2,3,Online TA,207.0
2016,7,1,2,5,Online TA,200.0
2016,7,0,2,5,Offline TA/TO,137.43
2016,7,1,2,6,Online TA,180.0
2016,7,1,0,1,Direct,126.0
2016,7,1,0,1,Online TA,179.0
2016,7,1,0,1,Online TA,179.0
2016,7,1,0,1,Direct,126.0
2016,7,1,0,1,Direct,216.0
2016,7,1,0,2,Online TA,160.0
2016,7,1,0,2,Online TA,160.0
2016,7,1,0,2,Online TA,211.0
2016,7,1,0,2,Online TA,160.0
2016,7,1,0,2,Offline TA/TO,119.0
2016,7,1,0,2,Offline TA/TO,100.8
2016,7,1,1,2,Online TA,209.0
2016,7,1,2,4,Online TA,194.0
2016,7,1,2,5,Online TA,212.0
2016,7,1,2,5,Online TA,195.0
2016,7,1,2,6,Online TA,180.25
2016,7,1,2,7,Online TA,182.0
2016,7,1,0,1,Direct,190.0
2016,7,1,1,1,Online TA,160.93
2016,7,1,2,3,Online TA,204.0
2016,7,1,2,4,Offline TA/TO,126.0
2016,7,1,2,4,Online TA,226.0
2016,7,1,2,4,Online TA,195.0
2016,7,1,2,5,Offline TA/TO,195.75
2016,7,1,2,5,Direct,160.0
2016,7,1,2,5,Offline TA/TO,195.75
2016,7,1,2,5,Offline TA/TO,195.75
2016,7,1,2,5,Online TA,259.0
2016,7,1,2,5,Online TA,180.0
2016,7,1,2,5,Online TA,126.0
2016,7,1,2,5,Online TA,210.0
2016,7,1,2,5,Offline TA/TO,156.6
2016,7,1,2,5,Online TA,160.0
2016,7,1,2,5,Direct,160.0
2016,7,1,2,5,Offline TA/TO,156.6
2016,7,1,2,5,Online TA,126.0
2016,7,1,2,5,Online TA,180.0
2016,7,1,2,5,Online TA,224.43
2016,7,1,2,5,Online TA,240.0
2016,7,1,2,6,Online TA,210.0
2016,7,1,4,8,Direct,187.0
2016,7,1,1,0,Direct,126.0
2016,7,1,1,0,Direct,126.0
2016,7,1,1,0,Direct,126.0
2016,7,1,1,0,Direct,126.0
2016,7,1,1,0,Direct,126.0
2016,7,1,2,2,Offline TA/TO,26.1
2016,7,1,2,2,Offline TA/TO,223.0
2016,7,1,2,2,Online TA,160.0
2016,7,1,2,2,Offline TA/TO,115.2
2016,7,0,2,3,Online TA,169.5
2016,7,1,2,3,Online TA,207.0
2016,7,1,2,4,Online TA,205.0
2016,7,1,2,4,Online TA,212.0
2016,7,1,2,5,Online TA,194.0
2016,7,1,2,5,Online TA,193.43
2016,7,1,2,5,Online TA,167.14
2016,7,0,4,6,Offline TA/TO,92.1
2016,7,1,1,1,Online TA,209.0
2016,7,1,1,2,Direct,170.0
2016,7,1,1,0,Online TA,209.0
2016,7,1,1,1,Online TA,227.0
2016,7,1,1,1,Online TA,194.0
2016,7,1,1,1,Online TA,194.0
2016,7,1,1,2,Online TA,194.0
2016,7,1,1,2,Online TA,288.0
2016,7,1,1,4,Online TA,8.0
2016,7,1,1,4,Online TA,190.0
2016,7,1,1,5,Offline TA/TO,186.0
2016,7,1,1,5,Online TA,161.67
2016,7,1,1,5,Online TA,195.33
2016,7,1,1,5,Online TA,222.33
2016,7,1,1,5,Online TA,173.67
2016,7,1,2,5,Online TA,162.86
2016,7,1,2,5,Online TA,174.86
2016,7,1,2,5,Groups,139.0
2016,7,1,2,5,Online TA,209.71
2016,7,1,2,5,Direct,130.0
2016,7,1,2,5,Offline TA/TO,115.2
2016,7,1,3,5,Groups,139.0
2016,7,0,3,5,Groups,139.0
2016,7,1,3,5,Groups,139.0
2016,7,1,3,8,Online TA,157.5
2016,7,1,0,2,Online TA,180.0
2016,7,1,0,2,Direct,114.75
2016,7,1,1,5,Online TA,175.33
2016,7,1,1,5,Online TA,226.0
2016,7,1,0,4,Online TA,226.0
2016,7,1,1,5,Online TA,226.0
2016,7,1,1,5,Online TA,163.33
2016,7,1,1,5,Online TA,226.0
2016,7,1,1,5,Online TA,201.33
2016,7,1,0,1,Online TA,262.0
2016,7,1,0,2,Online TA,172.0
2016,7,1,0,3,Direct,222.0
2016,7,1,0,4,Online TA,226.0
2016,7,1,1,4,Online TA,117.9
2016,7,1,1,4,Groups,144.0
2016,7,1,1,4,Groups,144.0
2016,7,0,2,5,Online TA,128.0
2016,7,1,2,5,Online TA,177.5
2016,7,1,2,5,Online TA,198.29
2016,7,0,2,6,Direct,165.0
2016,7,1,0,2,Online TA,209.0
2016,7,1,0,3,Online TA,243.32
2016,7,1,1,3,Online TA,259.0
2016,7,1,1,3,Groups,144.0
2016,7,1,1,3,Groups,144.0
2016,7,1,2,3,Online TA,126.0
2016,7,1,2,3,Online TA,184.0
2016,7,0,2,3,Direct,136.0
2016,7,1,2,3,Online TA,219.8
2016,7,0,2,4,Online TA,128.0
2016,7,0,3,8,Offline TA/TO,113.05
2016,7,0,3,8,Offline TA/TO,113.05
2016,7,0,4,9,Online TA,132.17
2016,7,1,0,2,Online TA,211.0
2016,7,1,0,2,Online TA,179.0
2016,7,1,0,2,Online TA,209.0
2016,7,1,0,2,Direct,209.1
2016,7,1,0,2,Online TA,189.6
2016,7,1,1,2,Online TA,178.67
2016,7,0,1,2,Online TA,128.0
2016,7,1,1,2,Direct,182.0
2016,7,1,2,3,Online TA,200.0
2016,7,1,2,5,Online TA,140.0
2016,7,1,2,5,Online TA,241.0
2016,7,1,4,8,Online TA,144.0
2016,7,1,0,1,Online TA,179.0
2016,7,1,0,1,Online TA,179.0
2016,7,1,0,1,Online TA,179.0
2016,7,1,2,1,Online TA,188.33
2016,7,1,2,5,Online TA,180.0
2016,7,1,2,5,Direct,173.79
2016,7,1,2,5,Online TA,210.43
2016,7,1,2,5,Offline TA/TO,199.2
2016,7,1,2,5,Online TA,205.0
2016,7,0,2,5,Direct,204.0
2016,7,1,2,5,Online TA,176.43
2016,7,1,2,5,Online TA,200.43
2016,7,1,2,5,Online TA,176.43
2016,7,1,2,5,Online TA,160.0
2016,7,1,2,5,Offline TA/TO,150.0
2016,7,1,2,6,Direct,222.0
2016,7,1,2,6,Direct,292.0
2016,7,1,3,6,Direct,162.94
2016,7,1,4,8,Online TA,160.0
2016,7,1,4,8,Online TA,160.0
2016,7,1,4,8,Online TA,172.0
2016,7,1,4,9,Online TA,177.62
2016,7,1,1,0,Online TA,209.0
2016,7,1,1,0,Online TA,179.0
2016,7,1,2,0,Online TA,199.0
2016,7,1,2,0,Online TA,259.0
2016,7,1,2,0,Online TA,266.5
2016,7,1,2,2,Online TA,209.0
2016,7,1,2,5,Direct,253.57
2016,7,1,2,5,Offline TA/TO,167.4
2016,7,1,2,5,Online TA,197.71
2016,7,1,2,5,Offline TA/TO,150.8
2016,7,1,2,5,Online TA,241.0
2016,7,1,3,5,Direct,192.5
2016,7,1,3,5,Direct,204.5
2016,8,1,1,2,Online TA,160.0
2016,8,1,1,2,Online TA,160.0
2016,8,1,1,3,Direct,170.0
2016,8,1,1,3,Online TA,172.8
2016,8,1,1,3,Online TA,240.0
2016,8,0,1,3,Direct,153.25
2016,8,0,1,3,Direct,165.25
2016,8,1,1,3,Offline TA/TO,115.2
2016,8,1,1,4,Online TA,232.0
2016,8,1,1,4,Online TA,204.0
2016,8,1,1,4,Online TA,199.0
2016,8,1,1,5,Online TA,126.0
2016,8,1,1,5,Online TA,126.0
2016,8,1,1,5,Online TA,259.0
2016,8,1,1,5,Online TA,192.0
2016,8,0,2,5,Offline TA/TO,116.1
2016,8,1,1,4,Online TA,195.0
2016,8,1,2,5,Offline TA/TO,165.0
2016,8,1,2,5,Offline TA/TO,146.8
2016,8,1,2,5,Online TA,170.0
2016,8,0,2,5,Offline TA/TO,130.55
2016,8,1,2,5,Direct,212.14
2016,8,1,2,5,Offline TA/TO,177.5
2016,8,1,2,5,Offline TA/TO,103.5
2016,8,0,2,5,Offline TA/TO,130.55
2016,8,1,2,5,Offline TA/TO,177.5
2016,8,1,2,5,Online TA,162.86
2016,8,0,2,5,Offline TA/TO,140.76
2016,8,0,2,5,Offline TA/TO,143.3
2016,8,1,3,6,Online TA,176.44
2016,8,1,3,6,Online TA,256.5
2016,8,1,3,7,Online TA,212.0
2016,8,1,4,10,Online TA,126.0
2016,8,1,5,14,Online TA,191.0
2016,8,1,0,1,Direct,0.0
2016,8,1,0,3,Online TA,166.5
2016,8,1,0,3,Online TA,126.0
2016,8,1,0,3,Online TA,189.0
2016,8,1,0,3,Online TA,189.0
2016,8,1,0,5,Online TA,209.0
2016,8,1,0,5,Online TA,162.0
2016,8,0,0,5,Online TA,126.0
2016,8,1,0,5,Online TA,252.0
2016,8,1,0,5,Online TA,209.0
2016,8,1,0,5,Online TA,126.0
2016,8,1,0,4,Direct,244.5
2016,8,1,0,4,Online TA,189.0
2016,8,1,2,5,Direct,282.0
2016,8,1,2,5,Offline TA/TO,160.5
2016,8,1,2,5,Online TA,250.0
2016,8,1,2,5,Online TA,240.0
2016,8,1,2,9,Online TA,189.0
2016,8,1,4,10,Online TA,158.0
2016,8,1,4,12,Offline TA/TO,141.1
2016,8,1,0,4,Online TA,221.0
2016,8,1,0,4,Online TA,189.0
2016,8,1,1,4,Online TA,219.0
2016,8,1,1,4,Online TA,283.32
2016,8,1,2,5,Online TA,231.0
2016,8,1,2,5,Online TA,211.0
2016,8,1,2,5,Online TA,157.5
2016,8,1,2,5,Online TA,211.0
2016,8,1,2,5,Direct,204.0
2016,8,1,2,5,Offline TA/TO,100.8
2016,8,1,0,3,Direct,119.0
2016,8,1,0,3,Online TA,231.0
2016,8,1,0,3,Online TA,272.7
2016,8,1,1,3,Online TA,221.0
2016,8,1,1,3,Online TA,189.0
2016,8,1,2,3,Online TA,125.4
2016,8,1,2,3,Online TA,113.4
2016,8,1,2,3,Online TA,230.0
2016,8,1,2,3,Online TA,240.0
2016,8,1,2,3,Online TA,209.0
2016,8,1,2,4,Online TA,231.0
2016,8,1,2,4,Direct,246.0
2016,8,1,2,5,Online TA,201.0
2016,8,1,2,6,Online TA,241.0
2016,8,1,0,1,Direct,199.0
2016,8,1,0,1,Online TA,236.0
2016,8,1,0,2,Online TA,186.88
2016,8,1,0,2,Online TA,259.0
2016,8,1,0,2,Online TA,233.0
2016,8,1,0,2,Online TA,221.0
2016,8,1,0,2,Online TA,299.0
2016,8,1,1,2,Online TA,189.0
2016,8,1,1,2,Online TA,245.67
2016,8,1,2,2,Online TA,186.88
2016,8,1,2,2,Online TA,209.0
2016,8,1,2,3,Online TA,170.0
2016,8,1,2,5,Direct,187.7
2016,8,1,2,5,Direct,182.2
2016,8,1,2,6,Online TA,160.0
2016,8,1,2,6,Online TA,248.75
2016,8,1,2,6,Online TA,188.75
2016,8,1,2,7,Online TA,248.89
2016,8,1,2,7,Online TA,188.89
2016,8,1,2,4,Online TA,298.0
2016,8,1,4,10,Offline TA/TO,185.0
2016,8,1,1,1,Online TA,182.0
2016,8,1,2,1,Online TA,289.0
2016,8,1,2,1,Online TA,262.0
2016,8,1,2,1,Online TA,126.0
2016,8,1,2,2,Online TA,209.0
2016,8,1,2,2,Online TA,182.0
2016,8,1,2,2,Online TA,182.0
2016,8,1,2,2,Online TA,179.0
2016,8,1,2,3,Online TA,251.0
2016,8,1,2,4,Online TA,202.33
2016,8,1,2,5,Direct,213.0
2016,8,1,2,5,Online TA,176.0
2016,8,1,2,5,Online TA,157.5
2016,8,1,2,6,Online TA,224.0
2016,8,1,2,6,Online TA,205.0
2016,8,1,2,5,Online TA,189.0
2016,8,1,2,6,Online TA,180.0
2016,8,1,4,6,Online TA,157.5
2016,8,1,4,10,Offline TA/TO,95.4
2016,8,1,1,0,Online TA,189.0
2016,8,1,1,0,Online TA,274.0
2016,8,1,1,0,Online TA,165.55
2016,8,1,1,0,Online TA,165.55
2016,8,1,2,0,Online TA,230.0
2016,8,1,2,0,Online TA,299.0
2016,8,1,2,1,Online TA,157.5
2016,8,1,2,3,Online TA,241.0
2016,8,1,2,3,Online TA,273.0
2016,8,1,2,3,Online TA,269.0
2016,8,1,2,4,Online TA,269.0
2016,8,1,2,4,Online TA,254.0
2016,8,1,2,4,Online TA,259.0
2016,8,1,2,5,Online TA,236.71
2016,8,1,2,5,Online TA,157.5
2016,8,1,3,5,Online TA,191.0
2016,8,1,3,5,Online TA,211.0
2016,8,1,3,5,Online TA,211.0
2016,8,1,3,5,Online TA,191.0
2016,8,1,4,10,Online TA,259.0
2016,8,1,1,2,Offline TA/TO,144.0
2016,8,1,1,2,Online TA,156.0
2016,8,1,1,2,Online TA,157.5
2016,8,1,1,2,Online TA,157.5
2016,8,0,1,3,Direct,172.0
2016,8,1,1,3,Online TA,138.0
2016,8,1,1,3,Online TA,243.63
2016,8,1,1,3,Online TA,202.28
2016,8,1,1,3,Online TA,231.0
2016,8,1,1,3,Online TA,219.0
2016,8,1,1,3,Online TA,243.63
2016,8,1,1,3,Online TA,369.0
2016,8,1,1,3,Online TA,262.0
2016,8,1,1,4,Online TA,278.6
2016,8,1,1,4,Online TA,246.5
2016,8,1,1,4,Online TA,271.0
2016,8,0,1,4,Online TA,216.0
2016,8,1,1,5,Online TA,234.0
2016,8,1,1,5,Online TA,182.0
2016,8,1,3,6,Online TA,206.78
2016,8,0,3,7,Offline TA/TO,116.1
2016,8,1,3,9,Direct,222.5
2016,8,1,3,7,Online TA,218.0
2016,8,0,3,7,Offline TA/TO,116.1
2016,8,1,4,10,Offline TA/TO,135.15
2016,8,1,4,10,Offline TA/TO,196.7
2016,8,1,0,1,Online TA,170.0
2016,8,1,0,3,Online TA,205.67
2016,8,1,0,4,Online TA,240.0
2016,8,1,0,4,Online TA,180.0
2016,8,1,0,4,Online TA,240.0
2016,8,1,0,4,Online TA,216.0
2016,8,1,1,5,Online TA,187.33
2016,8,0,2,5,Offline TA/TO,169.36
2016,8,1,2,5,Online TA,140.0
2016,8,1,2,5,Online TA,126.0
2016,8,1,2,5,Direct,254.31
2016,8,1,0,1,Online TA,189.0
2016,8,1,0,1,Online TA,209.0
2016,8,1,0,2,Online TA,126.0
2016,8,1,0,3,Offline TA/TO,103.5
2016,8,1,0,4,Online TA,240.0
2016,8,1,0,4,Online TA,205.0
2016,8,1,0,4,Online TA,261.5
2016,8,1,0,4,Online TA,205.0
2016,8,1,0,4,Online TA,240.0
2016,8,1,0,4,Online TA,199.0
2016,8,1,0,4,Online TA,205.0
2016,8,1,0,4,Online TA,240.0
2016,8,0,1,4,Online TA,159.5
2016,8,1,2,4,Online TA,202.0
2016,8,1,2,4,Online TA,160.0
2016,8,1,2,4,Online TA,214.0
2016,8,1,2,4,Online TA,246.0
2016,8,1,2,5,Online TA,170.0
2016,8,1,2,5,Online TA,199.0
2016,8,0,2,5,Offline TA/TO,132.56
2016,8,1,4,10,Online TA,202.57
2016,8,1,0,1,Online TA,189.0
2016,8,1,0,1,Online TA,259.0
2016,8,1,0,1,Online TA,224.0
2016,8,1,0,1,Online TA,191.0
2016,8,1,0,2,Online TA,224.0
2016,8,1,0,2,Online TA,209.0
2016,8,1,0,3,Online TA,225.67
2016,8,1,1,3,Online TA,219.0
2016,8,1,1,3,Online TA,231.5
2016,8,1,1,3,Online TA,226.5
2016,8,1,1,3,Online TA,231.5
2016,8,1,2,3,Online TA,251.0
2016,8,1,2,3,Online TA,241.0
2016,8,1,2,4,Online TA,209.0
2016,8,1,2,5,Online TA,190.0
2016,8,1,2,5,Online TA,210.86
2016,8,1,2,5,Offline TA/TO,103.7
2016,8,1,2,5,Offline TA/TO,100.8
2016,8,1,4,10,Online TA,126.0
2016,8,1,0,2,Online TA,256.0
2016,8,1,0,2,Online TA,209.0
2016,8,0,0,1,Online TA,216.0
2016,8,1,0,2,Online TA,259.0
2016,8,1,0,2,Online TA,291.0
2016,8,1,1,2,Online TA,241.0
2016,8,1,1,2,Online TA,189.0
2016,8,1,1,2,Direct,204.0
2016,8,1,0,2,Online TA,201.0
2016,8,1,1,2,Online TA,189.0
2016,8,1,1,2,Online TA,249.0
2016,8,1,1,2,Online TA,219.0
2016,8,1,1,2,Online TA,225.67
